Content of this URL:  ftp://ftp.tceq.state.tx.us/pub/WaterResourceManagement/WaterQuality/DataCollection/CleanRivers/public/stations.txt
find record with SiteCode 16051 in database, skip it...
find record with SiteCode 16261 in database, skip it...
find record with SiteCode 15279 in database, skip it...
find record with SiteCode 18517 in database, skip it...
find record with SiteCode 18458 in database, skip it...
find record with SiteCode 13484 in database, skip it...
find record with SiteCode 15280 in database, skip it...
find record with SiteCode 15702 in database, skip it...
find record with SiteCode 14415 in database, skip it...
find record with SiteCode 11038 in database, skip it...
find record with SiteCode 13485 in database, skip it...
find record with SiteCode 10077 in database, skip it...
find record with SiteCode 11391 in database, skip it...
find record with SiteCode 11387 in database, skip it...
find record with SiteCode 11388 in database, skip it...
find record with SiteCode 11383 in database, skip it...
find record with SiteCode 11398 in database, skip it...
find record with SiteCode 11393 in database, skip it...
find record with SiteCode 15824 in database, skip it...
find record with SiteCode 15827 in database, skip it...
find record with SiteCode 11394 in database, skip it...
find record with SiteCode 11382 in database, skip it...
find record with SiteCode 11389 in database, skip it...
find record with SiteCode 11399 in database, skip it...
find record with SiteCode 11392 in database, skip it...
find record with SiteCode 15444 in database, skip it...
find record with SiteCode 15826 in database, skip it...
find record with SiteCode 11396 in database, skip it...
find record with SiteCode 11386 in database, skip it...
find record with SiteCode 11390 in database, skip it...
find record with SiteCode 15829 in database, skip it...
find record with SiteCode 15828 in database, skip it...
find record with SiteCode 15831 in database, skip it...
find record with SiteCode 15830 in database, skip it...
find record with SiteCode 11397 in database, skip it...
find record with SiteCode 11395 in database, skip it...
find record with SiteCode 15710 in database, skip it...
find record with SiteCode 16443 in database, skip it...
find record with SiteCode 15291 in database, skip it...
find record with SiteCode 15423 in database, skip it...
find record with SiteCode 11833 in database, skip it...
find record with SiteCode 10148 in database, skip it...
find record with SiteCode 10156 in database, skip it...
find record with SiteCode 10144 in database, skip it...
find record with SiteCode 10146 in database, skip it...
find record with SiteCode 10154 in database, skip it...
find record with SiteCode 10153 in database, skip it...
find record with SiteCode 10145 in database, skip it...
find record with SiteCode 15999 in database, skip it...
find record with SiteCode 10149 in database, skip it...
find record with SiteCode 10150 in database, skip it...
find record with SiteCode 10155 in database, skip it...
find record with SiteCode 10151 in database, skip it...
find record with SiteCode 18832 in database, skip it...
find record with SiteCode 10158 in database, skip it...
find record with SiteCode 10152 in database, skip it...
find record with SiteCode 16734 in database, skip it...
find record with SiteCode 16735 in database, skip it...
find record with SiteCode 10147 in database, skip it...
find record with SiteCode 20386 in database, skip it...
find record with SiteCode 15033 in database, skip it...
find record with SiteCode 11789 in database, skip it...
find record with SiteCode 14507 in database, skip it...
find record with SiteCode 16362 in database, skip it...
find record with SiteCode 16178 in database, skip it...
find record with SiteCode 16032 in database, skip it...
find record with SiteCode 16175 in database, skip it...
find record with SiteCode 16182 in database, skip it...
find record with SiteCode 12234 in database, skip it...
find record with SiteCode 10257 in database, skip it...
find record with SiteCode 10793 in database, skip it...
find record with SiteCode 10096 in database, skip it...
find record with SiteCode 16692 in database, skip it...
find record with SiteCode 12176 in database, skip it...
find record with SiteCode 16172 in database, skip it...
find record with SiteCode 16161 in database, skip it...
find record with SiteCode 18574 in database, skip it...
find record with SiteCode 11612 in database, skip it...
find record with SiteCode 16921 in database, skip it...
find record with SiteCode 13697 in database, skip it...
find record with SiteCode 15697 in database, skip it...
find record with SiteCode 12181 in database, skip it...
find record with SiteCode 17963 in database, skip it...
find record with SiteCode 13653 in database, skip it...
find record with SiteCode 12183 in database, skip it...
find record with SiteCode 14772 in database, skip it...
find record with SiteCode 14417 in database, skip it...
find record with SiteCode 12182 in database, skip it...
find record with SiteCode 12175 in database, skip it...
find record with SiteCode 15537 in database, skip it...
find record with SiteCode 20022 in database, skip it...
find record with SiteCode 12173 in database, skip it...
find record with SiteCode 11573 in database, skip it...
find record with SiteCode 12174 in database, skip it...
find record with SiteCode 17912 in database, skip it...
find record with SiteCode 18668 in database, skip it...
